店铺名字,类别,月销售,经度,纬度,
芦蜜欧(新世纪星城店),奶茶果汁,218,113.799882,23.033844,
芯呈茶(乐购店),奶茶果汁,64,113.990237,22.960184,
芯呈茶(国盈店),奶茶果汁,139,114.015273,22.981445,
芯呈茶(板石店),奶茶果汁,65,114.006261,22.973307,
芯呈茶(桥头店),奶茶果汁,175,114.087896,23.014259,
芯呈茶(金美店),奶茶果汁,97,113.985036,22.966012,
花姐凉茶,奶茶果汁,18,114.152173,22.604486,
花涧茶味,奶茶果汁,2,114.024391,22.652635,
花点点·花漾花茶(罗湖口岸店),奶茶果汁,0,114.117836,22.530718,
花甜囍室|小柚柚茉莉绿茶(海岸店),奶茶果汁,112,113.936019,22.516665,
花甜囍室|小柚柚茉莉绿茶(皇庭店),奶茶果汁,114,114.059449,22.533445,
花甜囍室（总部体验馆）,奶茶果汁,93,114.046529,22.619529,
花粉丶冰粉店,奶茶果汁,34,113.912783,22.543937,
花粉热,奶茶果汁,31,113.812009,23.104677,
花羡沐岚冷饮店,奶茶果汁,45,113.950757,22.542122,
花草巷弄奶茶店,奶茶果汁,11,113.8063348,22.72869596,
花草巷弄（新城店）,奶茶果汁,42,113.871876,23.109854,
芳茶,奶茶果汁,55,113.846919,22.602468,
苏乐饮食店,奶茶果汁,126,114.01824,23.061007,
苏坑师奶柠檬茶,奶茶果汁,24,113.99396,22.974851,
若茶(民治塘水围店),奶茶果汁,2,114.037449,22.62359,
范茶,奶茶果汁,41,114.303491,22.769923,
茗之恋,奶茶果汁,0,113.971211,23.07578,
茗兴の茶(民治店),奶茶果汁,359,114.038444,22.618599,
茗香茶语,奶茶果汁,0,113.992978,22.968126,
茜卡啡时代·奶茶·小吃,奶茶果汁,78,113.842183,22.71967,
茜诚咖啡(1979店),奶茶果汁,21,114.036438,22.662348,
茜诚咖啡(上河坊店),奶茶果汁,39,114.047395,22.597705,
茜诚咖啡(光浩国际店),奶茶果汁,55,114.029457,22.628329,
茜诚咖啡(卓越时代广场店),奶茶果汁,28,113.886101,22.546257,
茜诚咖啡(深圳北店),奶茶果汁,24,114.031238,22.611029,
茜诚咖啡(玖龙玺店),奶茶果汁,55,114.041911,22.601197,
茶·咖啡炸鸡汉堡(水平村店),奶茶果汁,165,113.917571,22.878267,
茶π,奶茶果汁,16,113.817461,22.803012,
茶の岛,奶茶果汁,1,113.933624,22.526491,
茶の心宇(蛇口邮轮中心店),奶茶果汁,52,113.913411,22.468615,
茶の知味,奶茶果汁,0,114.207498,22.718906,
茶一巷,奶茶果汁,0,114.013302,22.980896,
茶一巷(大学城店),奶茶果汁,2,113.965778,22.583801,
茶一郎,奶茶果汁,2,113.814112,22.754272,
茶一郎咖啡茶饮（上星店）,奶茶果汁,1,113.833006,22.729573,
茶一郎（新安店）,奶茶果汁,12,113.784718,22.799469,
茶不哆茶饮(公明店),奶茶果汁,66,113.894395,22.778286,
茶不多(石龙仔店),奶茶果汁,5,113.969067,22.696847,
茶不多(马安山店),奶茶果汁,44,113.816228,22.716491,
茶不多先生,奶茶果汁,24,113.842497,22.73522,
茶不多先生(新桥中心公园上星店),奶茶果汁,4,113.831336,22.728661,
茶不易(国业百货店),奶茶果汁,0,113.890251,22.781622,
茶与花间·鲜奶茶,奶茶果汁,9,114.017643,22.659159,
茶丸家,奶茶果汁,1,113.99452,22.734899,
茶丸家(大朗店),奶茶果汁,56,113.942409,22.942936,
茶丸家(田贝店),奶茶果汁,18,114.129377,22.567602,
茶丸家(龙岗ico店),奶茶果汁,48,114.238393,22.71956,
茶丸家·纯手工珍珠丸子(凯旋城店),奶茶果汁,8,113.8968,22.546037,
茶久咖,奶茶果汁,4,113.843858,22.685532,
茶之亭,奶茶果汁,9,113.883109,22.95473,
茶之味,奶茶果汁,1,113.841008,22.766423,
茶之恋奶茶,奶茶果汁,32,114.268832,22.588929,
茶之缘(温塘店),奶茶果汁,12,113.818167,23.03739,
茶之道,奶茶果汁,52,114.055517,22.716741,
茶之都,奶茶果汁,0,113.995014,22.974549,
茶乐嘟-奶茶-小吃(公明店),奶茶果汁,1203,113.909025,22.762959,
茶事馆(东汇城店),奶茶果汁,0,113.818452,23.284633,
茶享时光,奶茶果汁,10,114.191445,22.6349,
茶令,奶茶果汁,40,114.0142,22.63454,
茶优语,奶茶果汁,21,113.805419,22.801827,
茶伴奶茶店,奶茶果汁,33,114.231977,22.701835,
茶余LEISURE(横岗炼金店),奶茶果汁,4,114.205635,22.648176,
茶余饭堡(奶茶果茶手抓饼松岗店),奶茶果汁,74,113.834754,22.764262,
茶元素奶茶(坂田店),奶茶果汁,17,114.064194,22.634087,
茶八鲜(城院店),奶茶果汁,565,113.83758,22.983506,
茶公子与茶女仕,奶茶果汁,31,113.878991,22.992491,
茶冧CHAL,奶茶果汁,1,114.030725,22.623919,
茶冰营,奶茶果汁,0,113.962143,22.96424,
茶凹堂奶茶小吃,奶茶果汁,27,114.302629,22.721244,
茶力的小怪兽,奶茶果汁,672,114.058966,22.56488,
茶千岁,奶茶果汁,272,113.848656,23.106655,
茶千岁(东门中心城店),奶茶果汁,157,114.122887,22.54908,
茶千岁(东门中心城店),奶茶果汁,159,114.122887,22.54908,
茶千岁(创业路店),奶茶果汁,696,113.924402,22.516836,
茶千岁(南头店),奶茶果汁,56,113.917361,22.538111,
茶千岁(车公庙店),奶茶果汁,127,114.026382,22.534313,
茶千岁(高新园店),奶茶果汁,357,113.951544,22.541693,
茶千岁(龙华店),奶茶果汁,218,114.04249,22.600955,
茶千岁·喵主子的茶院(皇岗店),奶茶果汁,22,114.061071,22.523384,
茶印,奶茶果汁,16,113.932573,22.929271,
茶印象(兴东店),奶茶果汁,0,113.913197,22.583798,
茶君(常平店),奶茶果汁,4,113.997198,22.974099,
茶吧·烤吧,奶茶果汁,87,113.931529,22.675717,
茶味(正利广场店),奶茶果汁,168,113.993274,22.972554,
茶咖屋(龙华总店),奶茶果汁,1701,114.023464,22.653973,
茶咖里饮品店(罗湖凤凰路店),奶茶果汁,43,114.134215,22.547844,
茶哆哆,奶茶果汁,14,113.976114,23.094676,
茶坊小舍,奶茶果汁,0,113.992926,22.69276,
茶士多(东城店),奶茶果汁,743,113.785146,23.04851,
茶声茶言,奶茶果汁,0,113.929612,22.933752,
茶多多(壆岗店),奶茶果汁,1,113.821334,22.72978302,
茶多多奶茶店,奶茶果汁,46,114.232514,22.745624,
茶多多饮品店,奶茶果汁,6,114.035766,22.600754,
茶大爷(保税区店),奶茶果汁,54,114.057396,22.506714,
茶大爷(雅宝店),奶茶果汁,49,114.059354,22.603875,
茶太良品(沙尾店),奶茶果汁,41,114.043774,22.518858,
茶太良品(皇岗店),奶茶果汁,10,114.0626,22.52481,
茶太良品（九方店）,奶茶果汁,74,114.08363,22.5425,
茶太良品（龙华九方店）,奶茶果汁,24,114.02105,22.627126,
茶夫人(坪地店),奶茶果汁,7,114.29369,22.757798,
茶奉客奶茶店,奶茶果汁,61,113.946306,22.791094,
茶姬奶茶店,奶茶果汁,50,114.074413,22.648487,
茶娱饭逅,奶茶果汁,24,114.046084,22.640341,
茶嬷嬷奶茶店,奶茶果汁,76,114.009368,22.653184,
茶季(上川店),奶茶果汁,55,113.898872,22.577722,
茶宝贝(宝安上合店),奶茶果汁,1,113.9006,22.573821,
茶客,奶茶果汁,25,114.114191,22.628986,
茶客年代,奶茶果汁,3455,114.027419,22.660676,
茶客来（龙华店）,奶茶果汁,304,114.00957,22.659175,
茶小七奶茶店,奶茶果汁,19,113.996599,22.694646,
茶小肆(步涌店),奶茶果汁,314,113.81136,22.758226,
茶小邪（星城店）,奶茶果汁,44,113.947182,22.680217,
茶小驿,奶茶果汁,45,113.861465,22.586144,
茶尓斯,奶茶果汁,190,114.186116,22.63335,
茶尖,奶茶果汁,40,113.942015,22.508952,
茶尼斯奶茶小吃,奶茶果汁,82,113.841415,22.705315,
茶岛饮品,奶茶果汁,45,114.18393,22.554947,
茶巢(盐田店),奶茶果汁,66,114.241919,22.559938,
茶巷里奶茶,奶茶果汁,107,113.948596,22.931709,
茶师傅.奶茶.甜品.披萨.炸鸡(塘尾店),奶茶果汁,71,113.90561,22.753328,
茶度鲜语,奶茶果汁,83,113.831126,23.294029,
茶弈馆,奶茶果汁,2,114.088654,22.834972,
茶态度,奶茶果汁,7,113.822613,22.808168,
茶思语,奶茶果汁,1,113.908027,22.754896,
茶思语,奶茶果汁,1,113.903705,22.752857,
茶悠此店,奶茶果汁,35,113.890021,22.563238,
茶悦(南山店),奶茶果汁,1332,113.919448,22.526759,
茶悦吧(公明店),奶茶果汁,27,113.908851,22.77322,
茶手艺,奶茶果汁,1,114.060251,22.629932,
茶挂坊,奶茶果汁,220,113.9279,22.67435,
茶掌柜奶茶店(五和店),奶茶果汁,13,114.061649,22.627814,
茶掌门,奶茶果汁,119,114.193682,22.652035,
茶掌门(万科店),奶茶果汁,0,114.246539,22.713798,
茶控(园洲店),奶茶果汁,40,113.977898,23.122244,
茶时光,奶茶果汁,30,113.783926,23.107314,
茶星萌(五和店),奶茶果汁,170,114.060956,22.611437,
茶星萌(五和店),奶茶果汁,173,114.060956,22.611437,
茶极限（圣堂社区店）,奶茶果汁,42,113.938395,22.935235,
茶极限（大朗店）,奶茶果汁,52,113.938209,22.935318,
茶极限（平湖店）,奶茶果汁,57,114.132898,22.696245,
茶极限（桥头店）,奶茶果汁,62,114.087729,23.014045,
茶极限（黄江店）,奶茶果汁,46,114.003872,22.911653,
茶果嘟嘟,奶茶果汁,13,113.995262,22.977958,
茶果坊,奶茶果汁,0,114.243866,22.557473,
茶柚(下岭贝店),奶茶果汁,19,113.832673,23.015136,
茶柚恋时尚果饮·水果捞,奶茶果汁,57,114.106293,22.822894,
茶桂坊(南山店),奶茶果汁,40,113.925626,22.520514,
茶森林,奶茶果汁,32,113.833965,23.016675,
茶樱,奶茶果汁,15,114.071256,22.628488,
茶殿,奶茶果汁,19,114.138168,22.580492,
茶沪口,奶茶果汁,169,113.83581,23.289723,
茶派,奶茶果汁,66,114.146109,22.61283,
茶派果语,奶茶果汁,3,113.83436,22.631281,
茶湯會,奶茶果汁,135,113.95085,22.541839,
茶炯,奶茶果汁,0,114.113561,22.613299,
茶炯,奶茶果汁,52,113.926603,22.510766,
茶炯,奶茶果汁,5,114.067458,22.652151,
茶無此店,奶茶果汁,43,114.189281,22.639246,
茶物语,奶茶果汁,76,113.917794,22.567917,
茶物语,奶茶果汁,1,114.207186,22.705711,
茶物语CHAWUYU(星际中心店),奶茶果汁,145,114.15098,22.629839,
茶物语teastory,奶茶果汁,23,114.096,23.019615,
茶物语奶茶店,奶茶果汁,41,114.17195,22.838206,
茶物语（公明店）,奶茶果汁,62,113.894579,22.779387,
茶狐,奶茶果汁,103,113.866406,22.568093,
茶玛谷(公明店),奶茶果汁,27,113.873057,22.77791,
茶班生,奶茶果汁,6,113.932975,22.526085,
茶理ChaLi(大岭山店),奶茶果汁,787,113.841927,22.906388,
茶理王子(固戌一路店),奶茶果汁,179,113.850221,22.597947,
茶瓣旅(坂田扬马店),奶茶果汁,378,114.071189,22.630966,
茶瓣旅(坂田扬马店),奶茶果汁,384,114.071189,22.630966,
茶百艺(壹城店）,奶茶果汁,127,114.03395,22.64828,
茶礼季,奶茶果汁,2,113.80738,22.80265,
茶稻谷,奶茶果汁,7,113.884092,22.990933,
茶稻谷,奶茶果汁,8,114.167012,22.837587,
茶稻谷(万科店),奶茶果汁,9,114.245344,22.711802,
茶窝,奶茶果汁,2,113.779315,23.035122,
茶站,奶茶果汁,36,114.04999,23.008344,
茶笙(华强北店),奶茶果汁,52,114.083965,22.544703,
茶米唐鲜果奶茶(创维店),奶茶果汁,351,113.953132,22.536978,
茶米果道,奶茶果汁,345,113.799968,22.800776,
茶米茶(深圳湾万象城店),奶茶果汁,508,113.94571,22.515741,
茶精灵（罗芳店）,奶茶果汁,100,114.14867,22.54991,
茶翠吧(后亭店),奶茶果汁,0,113.821025,22.757532,
茶自然,奶茶果汁,71,114.014228,23.065023,
茶自然,奶茶果汁,0,114.030325,22.960979,
茶自然(兴盛店),奶茶果汁,781,113.791182,22.760778,
茶自然(寿司炸鸡小吃饮品),奶茶果汁,276,113.829025,23.057602,
茶自然(铁松店),奶茶果汁,69,114.194353,22.831348,
茶自然·奶茶·炸鸡·汉堡(石龙仔店),奶茶果汁,1249,113.967565,22.697493,
茶自然奶茶店,奶茶果汁,47,114.15215,22.8414,
茶艺小铺,奶茶果汁,3,114.121504,22.593629,
茶芝果趣,奶茶果汁,1,114.204969,22.642816,
茶茶不息(壹方天地店),奶茶果汁,50,114.027388,22.648811,
茶茶爽,奶茶果汁,164,114.23059,22.977099,
茶菲,奶茶果汁,21,113.972637,23.075378,
茶菻初象(布吉长龙店),奶茶果汁,197,114.115557,22.608294,
茶菻初象(鹿丹店),奶茶果汁,57,114.107285,22.534752,
茶菻初象（东门店）,奶茶果汁,65,114.118766,22.543604,
茶萃吧,奶茶果汁,34,113.808822,22.705865,
茶萃吧,奶茶果汁,18,113.827534,22.705725,
茶萃吧,奶茶果汁,0,113.884457,22.778551,
茶萃吧,奶茶果汁,4,113.811111,22.758166,
茶萃吧,奶茶果汁,17,113.926281,22.486007,
茶萃吧,奶茶果汁,1,113.82243,22.75604,
茶萃吧,奶茶果汁,14,113.999284,22.964998,
茶萃吧,奶茶果汁,221,113.913146,22.719099,
茶萃吧,奶茶果汁,224,113.913146,22.719099,
茶萃吧,奶茶果汁,49,114.037597,22.693566,
茶萃吧,奶茶果汁,35,113.97435,22.950325,
茶萃吧,奶茶果汁,0,113.839228,22.755314,
茶萃吧,奶茶果汁,24,113.901486,22.7316,
茶萃吧,奶茶果汁,27,113.901486,22.7316,
茶萃吧,奶茶果汁,44,114.011111,22.935909,
茶萃吧,奶茶果汁,29,114.095122,22.803441,
茶萃吧,奶茶果汁,51,113.827176,23.03577,
茶萃吧,奶茶果汁,221,113.802217,22.757055,
茶萃吧,奶茶果汁,60,113.911179,22.513511,
茶萃吧,奶茶果汁,627,113.837827,22.983902,
茶萃吧,奶茶果汁,57,113.868928,23.007195,
茶萃吧,奶茶果汁,375,113.88626,22.786638,
茶萃吧,奶茶果汁,50,113.933067,22.673762,
茶萃吧,奶茶果汁,52,113.933067,22.673762,
茶萃吧,奶茶果汁,4,113.894164,23.06181,
茶萃吧(万丰仁爱店),奶茶果汁,17,113.825437,22.721841,
茶萃吧(万科广场店),奶茶果汁,437,113.800257,22.801329,
茶萃吧(上村店),奶茶果汁,36,113.890766,22.784768,
茶萃吧(东城店),奶茶果汁,37,113.790983,23.025514,
茶萃吧(京基百纳店),奶茶果汁,497,113.808336,22.729344,
茶萃吧(兴一路店),奶茶果汁,45,113.785559,22.765791,
茶萃吧(土塘店),奶茶果汁,21,114.03225,22.957918,
茶萃吧(坣岗店),奶茶果汁,16,113.821443,22.731163,
茶萃吧(塘下涌村委店),奶茶果汁,875,113.843635,22.798304,
茶萃吧(大浪店),奶茶果汁,52,114.005318,22.663891,
茶萃吧(李松蓢店),奶茶果汁,0,113.889177,22.799225,
茶萃吧(横岗头店),奶茶果汁,106,113.789386,22.809036,
茶萃吧(田心店),奶茶果汁,37,114.052097,22.799267,
茶萃吧(石岩店),奶茶果汁,47,113.930108,22.675811,
茶萃吧(石湾市场店),奶茶果汁,8,113.863171,23.127094,
茶萃吧(碧头店),奶茶果汁,29,113.810721,22.780701,
茶萃吧(福永万客隆店),奶茶果汁,58,113.803888,22.668546,
茶萃吧(第二综合市场店),奶茶果汁,68,113.783637,22.783772,
茶萃吧(老市场店),奶茶果汁,394,113.765723,22.791166,
茶萃吧(街口店),奶茶果汁,44,113.783921,22.799835,
茶萃吧(长圳步行街店),奶茶果汁,44,113.920165,22.718527,
茶萃吧(长安锦华店),奶茶果汁,241,113.799561,22.80424,
茶萃吧(雁田店),奶茶果汁,173,114.170634,22.698912,
茶萃吧(黄江1号店),奶茶果汁,1033,114.00253,22.9093,
茶萃吧(黄草朗店),奶茶果汁,27,113.915221,22.917116,
茶萃吧奶茶小吃(沙井店),奶茶果汁,215,113.798412,22.756103,
茶萃吧奶茶店（西田店）,奶茶果汁,63,113.900766,22.804544,
茶萃吧奶茶鲜榨小吃卤味(林村店),奶茶果汁,48,114.08888,22.832565,
茶萃吧汉堡奶茶(塘厦花园街店),奶茶果汁,223,114.101657,22.811916,
茶萃吧饮品小吃(万汇城店),奶茶果汁,32,113.9092442,22.7815366,
茶萃吧（凫山店）,奶茶果汁,51,113.904978,22.977528,
茶萃吧（茭塘店）,奶茶果汁,12,113.808061,22.720562,
茶蜜语,奶茶果汁,77,114.268999,22.983016,
茶蜜语(凤凰店),奶茶果汁,1,113.843542,22.699111,
茶蜜语(石碣店),奶茶果汁,35,113.790491,23.106299,
茶裡思,奶茶果汁,67,113.916716,22.66493,
茶觉奶茶手抓饼烤冷面,奶茶果汁,182,114.11085,22.553761,
茶觉时光店,奶茶果汁,43,113.970021,22.697036,
茶言光色,奶茶果汁,7,113.953894,22.682455,
茶语(龙华店),奶茶果汁,1,114.034066,22.666922,
茶语恋鲜果茶,奶茶果汁,118,114.049358,22.521903,
茶语情缘,奶茶果汁,0,114.009109,22.652569,
茶语时光,奶茶果汁,1527,114.03876,22.623235,
茶语时光,奶茶果汁,48,114.018273,23.067879,
茶语时光,奶茶果汁,13,114.098318,23.018957,
茶语欧麦,奶茶果汁,14,114.003067,22.909805,
茶诱惑,奶茶果汁,45,114.029649,22.655693,
茶谷地,奶茶果汁,2,113.962028,23.118796,
茶谷地·元气谷物奶茶(寮步店),奶茶果汁,70,113.887438,22.995077,
茶贝熊(上品雅园店),奶茶果汁,42,114.083373,22.632404,
茶贝熊(五和店),奶茶果汁,413,114.060762,22.630257,
茶贝熊(民治店),奶茶果汁,55,114.037839,22.626396,
茶遇(一方天地店),奶茶果汁,34,113.844432,22.599299,
茶道,奶茶果汁,24,114.317457,23.003311,
茶道奶茶,奶茶果汁,37,114.050824,22.998477,
茶里,奶茶果汁,8,114.050891,22.646926,
茶里(万众街店),奶茶果汁,386,114.038994,22.638163,
茶里(固戍红湾店),奶茶果汁,547,113.850219,22.597874,
茶里(港隆城直营店),奶茶果汁,147,113.885646,22.586648,
茶里(港隆城直营店),奶茶果汁,148,113.885646,22.586648,
茶里(石排店),奶茶果汁,86,113.931851,23.100739,
茶里屯(石湾店),奶茶果汁,35,113.86471,23.125323,
茶里时光,奶茶果汁,1,114.144328,22.6074,
茶里酥(东部星悦天地店),奶茶果汁,1106,114.150432,22.619151,
茶镖局(平湖店),奶茶果汁,265,114.109917,22.688614,
茶闺蜜 手作現泡茶(康佳店),奶茶果汁,1,113.956948,22.539519,
茶韵,奶茶果汁,66,113.815706,22.805847,
茶韵(上梅林店),奶茶果汁,339,114.0539,22.566801,
茶韵（下梅林）,奶茶果汁,235,114.044287,22.566998,
茶颜山,奶茶果汁,1,113.884755,22.989358,
茶颜山（城市花园店）,奶茶果汁,7,113.820038,22.669227,
茶颜悦色,奶茶果汁,29,114.13752,22.742779,
茶颜茶语（益田店）,奶茶果汁,4,114.054072,22.513778,
茶颜观色,奶茶果汁,13,113.993027,22.972009,
茶颜观色,奶茶果汁,42,114.070606,22.565289,
茶颜观色(印象城店),奶茶果汁,1,114.120689,22.545568,
茶风古韵,奶茶果汁,19,114.136487,22.697847,
茶风景奶茶店,奶茶果汁,41,114.089222,22.539331,
茶饮吧,奶茶果汁,14,113.889291,22.563847,
茶饮柠檬,奶茶果汁,34,113.929517,22.933164,
茶香世纪（大浪店）,奶茶果汁,1,113.996885,22.685349,
茶香莤韵(新安总店),奶茶果汁,52,113.910805,22.573029,
茶驿站,奶茶果汁,21,113.834537,23.016474,
茶驿站,奶茶果汁,21,113.827032,23.056397,
茶驿站,奶茶果汁,129,113.790446,23.060092,
茶驿站,奶茶果汁,1,114.276575,22.72964,
茶驿站,奶茶果汁,0,113.81422,23.08504,
茶驿站(温塘店),奶茶果汁,116,113.826203,23.035801,
茶鲜坊奶茶店,奶茶果汁,120,114.018318,22.908404,
茶鲜语,奶茶果汁,1,114.136355,22.582421,
茶鸡冰果,奶茶果汁,0,113.995205,22.973675,
荆品豆花（西丽九祥岭店）,奶茶果汁,99,113.955945,22.584109,
荣昇柠咖,奶茶果汁,287,114.031109,22.957356,
荼格丁茶餐厅,奶茶果汁,0,114.22473,22.660533,
莉子甜品,奶茶果汁,33,114.062972,22.520864,
莉记甜品,奶茶果汁,19,114.076738,22.659931,
莓莓很芒 | 草莓芒果饮品,奶茶果汁,249,114.045055,22.610785,
莫茶特,奶茶果汁,36,113.804896,22.805527,
莺皇新式茶馆,奶茶果汁,13,114.222205,22.687601,
菓茶(红岭店),奶茶果汁,57,114.103028,22.549382,
菓茶道港式甜品(国际e城店),奶茶果汁,12,113.928357,22.56903,
菠萝蜜奶茶甜品,奶茶果汁,41,113.811126,22.692142,
菡嘻甜品,奶茶果汁,55,114.313253,22.71947,
華御禧茶(龙岗店),奶茶果汁,53,114.260512,22.711814,
華御禧贡茶,奶茶果汁,640,114.232777,22.675572,
華御禧贡茶(龙岗中心城店),奶茶果汁,1327,114.258045,22.709075,
萃茶,奶茶果汁,57,114.115548,22.68969,
萃茶(石龙老城店),奶茶果汁,16,113.854757,23.108896,
萃茶师（华南城店）,奶茶果汁,115,114.124969,22.67716,
萌茶奶茶小吃店,奶茶果汁,27,114.212254,22.668215,
萌茶茶,奶茶果汁,78,113.791001,22.98473,
葱画鲜茶(长安店),奶茶果汁,20,113.790893,22.811105,
蒂星奶茶店,奶茶果汁,46,114.061726,22.6275,
蒙茶茶'手工茶饮(新安店),奶茶果汁,37,113.911666,22.574605,
蒙茶茶(大益广场店),奶茶果汁,42,113.87357,22.57863,
蒸蒸原味,奶茶果汁,155,113.789709,23.106275,
蓝格饮品(华海达店),奶茶果汁,12,114.109378,22.559907,
蓝茶,奶茶果汁,1,114.016957,22.641531,
蓝茶,奶茶果汁,7,114.144,22.607253,
蔓时光茶饮,奶茶果汁,16,113.925889,22.781087,
蔓时光茶饮,奶茶果汁,17,113.925889,22.781087,
蔗茶(大朗店),奶茶果汁,372,113.9475,22.941781,
蔻茶(摩尔城店),奶茶果汁,78,114.26845,22.722751,
蔻茶(福田店),奶茶果汁,44,114.022156,22.535128,
蔻茶(西丽店),奶茶果汁,515,113.941807,22.574183,
蔻茶(西丽店),奶茶果汁,516,113.941807,22.574183,
蔻茶（益田假日天地店）,奶茶果汁,193,113.828128,22.668499,
蔻茶（龙岗万科店）,奶茶果汁,296,114.243792,22.714891,
蕊语茶(蛇口店),奶茶果汁,35,113.929963,22.488503,
薡御贡茶(桑园店),奶茶果汁,0,113.810491,23.057296,
薯之物语,奶茶果汁,1,114.058143,22.604835,
薯之物语,奶茶果汁,1,114.044859,22.603915,
薯之物语,奶茶果汁,27,113.955218,22.581129,
藤蔓咖啡(连城店),奶茶果汁,1,114.058982,22.534885,
蘇蘇,奶茶果汁,4,113.87676,23.106758,
蘭博LANBO,奶茶果汁,15,113.975914,23.132145,
蘭珊(东海丽景店),奶茶果汁,0,114.257718,22.589583,
虞美人烘焙工坊,奶茶果汁,53,114.130016,22.565954,
蛋仔小茶,奶茶果汁,1,114.247886,22.718079,
蛋仔小茶(壹方天地店),奶茶果汁,603,114.028973,22.645509,
蛋仔小茶(荣德国际店),奶茶果汁,147,114.210297,22.651257,
蜀公子冷锅串串,奶茶果汁,1,114.088049,22.803506,
蜜咖甜品,奶茶果汁,1,114.175743,22.800579,
蜜客酷饮+正宗长沙臭豆腐,奶茶果汁,410,113.907205,22.975991,
蜜源水果茶,奶茶果汁,21,114.116866,22.68506,
蜜茶,奶茶果汁,42,113.845025,23.109661,
蜜菓茶语,奶茶果汁,28,113.823059,22.653346,
蜜菓鲜饮,奶茶果汁,18,114.048582,22.508391,
蜜诗雪奶茶冰淇淋店,奶茶果汁,4,113.944237,22.99522,
蜜语茶言,奶茶果汁,0,113.813601,22.98659,
蜜语茶言,奶茶果汁,4,113.894339,22.572964,
蜜语茶言,奶茶果汁,6,114.011616,22.732493,
蜜语茶言,奶茶果汁,37,114.106101,22.829375,
蜜语茶言(横岗店),奶茶果汁,1494,114.210843,22.652947,
蜜语茶言(莲园路店),奶茶果汁,109,113.83337,23.287967,
蜜语茶言(西乡店),奶茶果汁,28,113.865856,22.576021,
蜜雪冰城,奶茶果汁,0,114.25562,23.727275,
蜜雪冰城(新瑞路店),奶茶果汁,71,113.835333,22.630904,
蜜雪冰城(横岗店),奶茶果汁,0,114.205592,22.645365,
蜜雪冰城(理工学院店),奶茶果汁,3,113.840652,22.975689,
蜜雪冰城-冰淇淋与茶(罗租店),奶茶果汁,67,113.931759,22.674982,
蜜雪冰城·冰淇淋与茶(上合店),奶茶果汁,110,113.900619,22.575622,
蜜雪冰城·冰淇淋与茶(五和店),奶茶果汁,1112,114.060796,22.624155,
蜜雪冰城·冰淇淋与茶(平山社区店),奶茶果汁,337,113.966292,22.583245,
蜜雪冰城·冰淇淋与茶(平山社区店),奶茶果汁,343,113.966292,22.583245,
蜜雪冰城·冰淇淋与茶(玉律店),奶茶果汁,120,113.897871,22.717616,
蜜雪冰城·冰淇淋与茶(石龙仔店),奶茶果汁,298,113.969159,22.697279,
蟹蟹点心王,奶茶果汁,19,114.01909,22.660703,
街口友贡茶,奶茶果汁,40,113.959051,23.118025,
街尚奶茶,奶茶果汁,83,113.932647,22.674306,
街茶,奶茶果汁,104,114.091172,22.728132,
街角8号奶茶(西乡店),奶茶果汁,48,113.874269,22.57606,
西关牛杂(皇家公馆店),奶茶果汁,109,113.935822,22.997723,
西子巷茶,奶茶果汁,0,113.894866,22.729206,
西泡泡茶饮沙拉小吃(东城店),奶茶果汁,11,113.782717,23.040894,
西湖香柠,奶茶果汁,1,113.94931,22.584785,
西田新茶人,奶茶果汁,51,113.900271,22.803433,
西门大叔,奶茶果汁,1,114.250459,22.728923,
西麦.奶茶.汉堡小吃店(薯田埔店),奶茶果汁,423,113.872902,22.77995,
西麦咖啡茶饮,奶茶果汁,502,113.794203,22.688978,
西麦咖啡茶饮,奶茶果汁,504,113.794203,22.688978,
西麦奶茶汉堡小吃(合水口店),奶茶果汁,71,113.879575,22.787202,
西麦奶茶汉堡小吃(塘家店),奶茶果汁,469,113.937733,22.730783,
西麦奶茶汉堡小吃(西田店),奶茶果汁,1137,113.900658,22.798623,
西麦奶茶汉堡小吃店(塘尾店),奶茶果汁,2365,113.905655,22.7528,
观澜尚饮奶茶店,奶茶果汁,6,114.058998,22.719036,
觅蜜甜品屋,奶茶果汁,14,114.137104,22.570895,
言葉館,奶茶果汁,502,113.94686,23.07982,
言葉館,奶茶果汁,508,113.94686,23.07982,
誉茶（西田店）,奶茶果汁,6,113.900889,22.800593,
许甜甜手作奶茶(横岗店),奶茶果汁,635,114.208287,22.644915,
许甜甜手作奶茶(港隆店),奶茶果汁,58,113.881019,22.582184,
译茶,奶茶果汁,1,114.086225,22.545679,
语甜奶茶汉堡,奶茶果汁,47,113.835026,23.005908,
诺尔哈根,奶茶果汁,17,113.819858,22.669964,
诺诺甜甜屋,奶茶果汁,225,113.901374,22.796025,
谷芋(南光店),奶茶果汁,56,113.926835,22.519292,
谷芋(大学城店),奶茶果汁,67,113.965843,22.584089,
谷芋(海雅店),奶茶果汁,91,113.905115,22.561454,
谷芋(西丽店),奶茶果汁,119,113.955227,22.579617,
谷芋(龙华汽车站店),奶茶果汁,100,114.029219,22.669385,
谷芋之恋,奶茶果汁,65,114.267703,22.589264,
谷芋奶茶,奶茶果汁,6,114.138888,22.564577,
谷芋奶茶(观澜天虹店),奶茶果汁,393,114.048698,22.69559,
谷芋谷气茶空间(石龙二中店),奶茶果汁,139,113.871346,23.111155,
