店铺名字,类别,纬度,经度
TANING挞柠·匠心柠檬茶（横沙店）,奶茶/果汁,23.157818,113.206271
芭克·闪冰（五号停机坪店）,冰淇淋,23.180933,113.264996
TANING挞柠·匠心柠檬茶（沙凤店）,奶茶/果汁,23.14908,113.20072
CoCo都可（永旺金沙洲店）,奶茶/果汁,23.149836,113.196019
DQ（5号停机坪店）,冰淇淋,23.180861,113.265318
一些柠檬一些茶（三元里店）,奶茶/果汁,23.153309,113.26431
N多寿司（棠涌黄沙岗东一街店）,饮品店,23.200799,113.258377
皇茶真韵（嘉禾望岗店）,奶茶/果汁,23.237725,113.290066
本宫的茶（云门NEWPARK店）,奶茶/果汁,23.237479,113.29121
原鲜生活（人和店）,奶茶/果汁,23.336251,113.296391
大葱柠檬茶（同德围店）,奶茶/果汁,23.155023,113.235185
TANING挞柠·匠心柠檬茶（人和店）,奶茶/果汁,23.336625,113.294625
悟茶（远景路店）,奶茶/果汁,23.172311,113.255698
蜜雪冰城（抗英大街店）,饮品店,23.157646,113.261786
DQ（云门new?park店?）,冰淇淋,23.236453,113.291501
贡茶（嘉禾望岗店）,奶茶/果汁,23.237722,113.290152
芭菲迪牛排披萨馆（江高步行街店）,披萨,23.274162,113.233282
金沙湾,咖啡厅,23.191201,113.265081
上品贡茶（钟升横路店）,奶茶/果汁,23.38253,113.40486
膳玉贡茶（白云东平时代店）,奶茶/果汁,23.24794,113.30935
royaltea皇茶,奶茶/果汁,23.183051,113.32636
FUNCAA欢茶,奶茶/果汁,23.177436,113.227157
茶波卡teapolca,奶茶/果汁,23.222664,113.284432
末茶（黄边地铁口店）,奶茶/果汁,23.222032,113.28809
58度C（京溪店）,奶茶/果汁,23.180541,113.329851
书亦烧仙草,奶茶/果汁,23.187381,113.329431
鲜茗叶果茶,奶茶/果汁,23.289466,113.301913
佐敦道（新市店）,奶茶/果汁,23.191622,113.265775
T.Free茶室（金沙洲店）,奶茶/果汁,23.14669,113.201309
鹿角巷 THE ALLEY（润林广场店）,奶茶/果汁,23.237579,113.29061
榴星语,奶茶/果汁,23.333616,113.298028
九创喵,奶茶/果汁,23.18612,113.326493
情缘时尚茶饮,奶茶/果汁,23.219411,113.305921
CaffeBene咖啡陪你（远景路商业城店）,咖啡厅,23.17354,113.255779
膳玉贡茶（时代广场店）,奶茶/果汁,23.294013,113.355441
茶人茶己（太和三店）,奶茶/果汁,23.293607,113.357754
新作的茶SUN TEA（远景路店）,奶茶/果汁,23.17216,113.25885
芝哆拉の茶,奶茶/果汁,23.185841,113.32642
约茶,奶茶/果汁,23.381011,113.404388
新作的茶SUN TEA（三元里店）,奶茶/果汁,23.160768,113.257167
一点甜·波霸奶茶（石井店）,奶茶/果汁,23.21161,113.22645
茶人茶己（太和总店）,奶茶/果汁,23.294266,113.359023
港式贡茶（江夏店）,奶茶/果汁,23.210347,113.282481
1314一杯会说话的茶（万家广场店）,奶茶/果汁,23.212619,113.226819
鹿角巷 THE ALLEY（京溪店）,饮品店,23.185037,113.325347
Happy cake 生日蛋糕（嘉禾望岗店）,饮品店,23.23331,113.284489
鹿角湾,奶茶/果汁,23.18616,113.32673
Taning挞柠·匠心柠檬茶（高增店）,奶茶/果汁,23.354151,113.293877
BADABOOM,奶茶/果汁,23.188024,113.326189
台湾贡茶（长红南天百货店）,奶茶/果汁,23.26053,113.29738
贡茶（美博城店）,奶茶/果汁,23.155451,113.251108
木上缤菓（云门NEWPARK店）,冰淇淋,23.235932,113.298708
陈三鼎·青蛙撞奶（京溪店）,奶茶/果汁,23.180974,113.320605
椰子有约（钟落潭店）,奶茶/果汁,23.38272,113.408028
澳门皇茶（凯德广场店）,奶茶/果汁,23.180906,113.269497
御茶,奶茶/果汁,23.191762,113.328259
勿忘我休闲吧（新市店）,咖啡厅,23.191383,113.265689
谷香果乐（嘉禾望岗店）,奶茶/果汁,23.2378,113.290187
奢茶（犀牛角店）,奶茶/果汁,23.192942,113.339221
禧御贡茶（解放庄店）,奶茶/果汁,23.216714,113.28951
COSTA咖啡（白云万达影城店）,咖啡厅,23.171586,113.266366
咕噜咕噜（白云汇店）,奶茶/果汁,23.202871,113.268798
CHOIS COFFEE（黄边店）,咖啡厅,23.221942,113.288098
百花冷饮,冰淇淋,23.183154,113.322359
royaltea 皇茶（大源商业广场店）,奶茶/果汁,23.245539,113.349174
8090鲜萃茶（大源店）,奶茶/果汁,23.246921,113.347836
鹿角巷THE ALLEY（金沙洲永旺梦乐城店）,奶茶/果汁,23.150573,113.194472
煎饼与茶,奶茶/果汁,23.191723,113.328175
悟茶（景泰店）,奶茶/果汁,23.161572,113.268361
茶果世界,奶茶/果汁,23.177754,113.227265
青沫茶颜（广园中路店）,奶茶/果汁,23.15896,113.267218
1314茶（新市天地店）,奶茶/果汁,23.191815,113.266176
皇茶,奶茶/果汁,23.257993,113.270236
雅西亚奶茶实验室,奶茶/果汁,23.195746,113.326838
皇茶（新市新街汇店）,奶茶/果汁,23.19136,113.26044
椰皇壹号,饮品店,23.233181,113.283891
茶饭范·台湾饭团,奶茶/果汁,23.180755,113.319488
茶多多贡茶,奶茶/果汁,23.26802,113.296073
书亦烧仙草（三元里店）,饮品店,23.158358,113.261825
三生三茶,奶茶/果汁,23.194034,113.327476
王子拉茶（云山诗意店）,奶茶/果汁,23.21897,113.291752
Hi tea茶室（黄边店）,奶茶/果汁,23.221715,113.290277
咕猫柠,奶茶/果汁,23.27457,113.23286
young休闲吧,奶茶/果汁,23.238197,113.280385
占卜茶（大源商业广场店）,奶茶/果汁,23.245624,113.349519
Cafe  Royale（咖啡茶饮）,咖啡厅,23.172412,113.258766
鹿角巷 THE ALLEY（江高店）,奶茶/果汁,23.274392,113.232424
GOOD TEA古の茶,奶茶/果汁,23.192882,113.260498
清兮的茶,奶茶/果汁,23.293722,113.357739
序茶,奶茶/果汁,23.197324,113.327209
御茶,奶茶/果汁,23.214856,113.229329
小布汀.舒芙蕾,饮品店,23.237178,113.288416
蜜雪冰城（工贸技术职业店）,冰淇淋,23.400035,113.462075
王子拉茶（乐嘉路店）,奶茶/果汁,23.167677,113.257176
我爱點點,奶茶/果汁,23.217052,113.252924
开半天,奶茶/果汁,23.182422,113.321971
喜悦之茶（万民广场后门店）,奶茶/果汁,23.211715,113.228546
绯茶（ 金铂广场店）,奶茶/果汁,23.19734,113.326948
Royaltea皇茶（荃鸿广场店）,奶茶/果汁,23.291759,113.360401
宫廷贡茶（广大鞋城店）,奶茶/果汁,23.196196,113.224488
么么奶茶（龙骏广场店）,奶茶/果汁,23.177563,113.226885
雅岛英皇茶（大源店）,奶茶/果汁,23.248208,113.349906
汽鱿（江夏店）,饮品店,23.21111,113.28208
多味可（远景路店）,奶茶/果汁,23.173092,113.255133
澳门皇茶（永泰嘉福广场店）,奶茶/果汁,23.22013,113.303041
HEU GAH COFFEE,咖啡厅,23.175655,113.249127
J16手游生活馆,奶茶/果汁,23.182011,113.320702
弗蕾亚（新市店）,奶茶/果汁,23.193766,113.260496
1314茶说（乐嘉路店）,奶茶/果汁,23.168101,113.253846
卡诺琳,奶茶/果汁,23.161917,113.237055
莱茶,奶茶/果汁,23.182453,113.320864
Taning挞拧,饮品店,23.196133,113.325511
蜜雪冰城（百信广场东区店）,冰淇淋,23.193635,113.262327
蜜雪冰城（利涛美食城店）,饮品店,23.270546,113.208365
甜心花语咖啡馆（岗贝店）,咖啡厅,23.180748,113.258092
蓝の啡·精品咖啡（东平店）,咖啡厅,23.25542,113.317558
O.Tea茶室（同德围店）,奶茶/果汁,23.158686,113.233907
皇茶（聚源商业广场店）,奶茶/果汁,23.181556,113.236092
贡茶（金沙洲店）,奶茶/果汁,23.15704,113.20693
漫雪の茶,奶茶/果汁,23.268987,113.296061
阿图特咖啡,咖啡厅,23.151497,113.199676
贡茶（江夏店）,奶茶/果汁,23.207188,113.274051
甜芙蛋糕,奶茶/果汁,23.26028,113.299805
惯茶,奶茶/果汁,23.191479,113.263908
禧御贡茶（彭上店）,奶茶/果汁,23.231269,113.284317
IM茶（江夏店）,奶茶/果汁,23.211344,113.282433
ORDER柠檬茶（同和大街店）,奶茶/果汁,23.196367,113.325468
喜禧の茶（新都汇广场店）,奶茶/果汁,23.158364,113.236218
余生茶栈（新市天地店）,奶茶/果汁,23.1922,113.26491
乌叶（横沙地铁店）,奶茶/果汁,23.157983,113.207328
波波柠·臻品柠檬茶X新创鲜果酸奶茶（同和金铂广场店）,奶茶/果汁,23.195705,113.326222
心想巷,奶茶/果汁,23.191104,113.257369
蜜雪冰城（外贸大学店）,冰淇淋,23.340484,113.383535
蜜雪冰城（职业技术学院店）,冰淇淋,23.25701,113.35734
海岸茶度休闲吧,奶茶/果汁,23.19599,113.322829
鲜动力（沙园店）,奶茶/果汁,23.228636,113.255773
Molla Cafe,咖啡厅,23.176137,113.255487
滋Q lce Cream,冰淇淋,23.155732,113.235103
哈根那咖啡店,咖啡厅,23.17327,113.254958
茶粉,奶茶/果汁,23.175918,113.240415
麦芽Malt,奶茶/果汁,23.19827,113.324892
鹿野茶事,奶茶/果汁,23.275225,113.322178
E.TEA茶室·疯狂柠檬茶（太和店）,奶茶/果汁,23.29073,113.360891
菓乐拼（新市天地店）,奶茶/果汁,23.192007,113.265853
第2站奶茶屋,奶茶/果汁,23.16106,113.269376
冰起步,奶茶/果汁,23.221614,113.305777
鹿野茶事（嘉大广场店）,奶茶/果汁,23.232505,113.290374
KOOMATEA库玛茶（商汇人和广场二楼店）,奶茶/果汁,23.334344,113.296458
宝岛Reture,奶茶/果汁,23.19584,113.32291
御可益家（YH城店）,奶茶/果汁,23.214322,113.270107
西美喜·星座茶,奶茶/果汁,23.334354,113.296449
Mi.Tea弥茶（绿地缤纷天地店）,饮品店,23.180135,113.268423
奶盖贡茶（新市墟公交站店）,奶茶/果汁,23.193537,113.272203
茶派果语,奶茶/果汁,23.333782,113.298141
萃茶C.Tea,奶茶/果汁,23.379404,113.411919
新作の茶SUN TEA（白云万达店）,奶茶/果汁,23.17299,113.266833
良品黑糖（安华汇店）,饮品店,23.218213,113.296722
御茶（新市天地店）,饮品店,23.191312,113.265968
Hi.TEA茶室（同德店）,奶茶/果汁,23.15872,113.23411
茶巴士（柯子岭店）,奶茶/果汁,23.1651,113.274905
茗賞·丸作,饮品店,23.333617,113.297176
果號,奶茶/果汁,23.22202,113.30419
淡寜可,奶茶/果汁,23.20942,113.293551
壹杯杯茶美（人和店）,奶茶/果汁,23.33327,113.29792
新作的茶SUN TEA（云门NEWPARK店）,奶茶/果汁,23.23581,113.29206
Juice CC,奶茶/果汁,23.155379,113.251288
找个鸟地方·茶饮小食,奶茶/果汁,23.179657,113.264562
逸果鲜茶饮,奶茶/果汁,23.270556,113.209794
鹿角巷THE ALLEY（长红店）,奶茶/果汁,23.260133,113.297192
巴铁糖栈（嘉禾望岗店）,饮品店,23.233276,113.284506
1314茶（永泰店）,奶茶/果汁,23.220279,113.304215
我等你·艺术咖啡（主题清吧）,咖啡厅,23.158941,113.236561
royaltea皇茶,奶茶/果汁,23.157787,113.261785
NOBIBI梦幻云朵冰淇淋,冰淇淋,23.180231,113.264381
鹿角巷 THE ALLEY（江夏店）,奶茶/果汁,23.212156,113.282711
BB TEA KITCHEN,饮品店,23.179391,113.253766
HITEA茶室（金沙洲店）,奶茶/果汁,23.14921,113.201479
8号铺休闲吧,咖啡厅,23.158728,113.223076
探一茶,奶茶/果汁,23.152493,113.208586
台湾贡茶（嘉禾广场店）,奶茶/果汁,23.231747,113.275254
禧御贡茶（飞鹅西路店）,奶茶/果汁,23.154008,113.26455
甜甜咖啡阁,咖啡厅,23.15825,113.23605
RICHTEA富贵茶·匠心果饮,奶茶/果汁,23.169843,113.258022
snow tea雪里,奶茶/果汁,23.15889,113.20878
1314一杯会说话的茶,奶茶/果汁,23.248941,113.287739
波子茶室,奶茶/果汁,23.238074,113.2876
苏朗餐吧（云山诗意店）,饮品店,23.21874,113.292156
素岛泰茶,奶茶/果汁,23.190189,113.264255
惯茶,奶茶/果汁,23.21383,113.30067
三生三茶,奶茶/果汁,23.218952,113.305774
寸茶（宝湾广场店）,奶茶/果汁,23.221203,113.305564
谷芋,奶茶/果汁,23.221398,113.303577
乌铁茶集,奶茶/果汁,23.158308,113.257341
59分爆料章鱼小丸子·奶茶·小吃·花甲粉,奶茶/果汁,23.221795,113.303633
E.TEA茶室（齐富路店）,奶茶/果汁,23.195342,113.267836
北极小兔,奶茶/果汁,23.204574,113.253956
苏朗餐吧（汇锦新天地店）,饮品店,23.149311,113.222422
皇茶,奶茶/果汁,23.237296,113.288279
益禾堂（永泰店）,奶茶/果汁,23.222182,113.304304
啊一柠檬茶（东平店）,奶茶/果汁,23.24959,113.311
豪饮（太和店）,饮品店,23.295933,113.355292
可爱雪,冰淇淋,23.216877,113.295815
四季原著（广外店）,奶茶/果汁,23.205138,113.29005
鲸港湾,饮品店,23.217051,113.304527
肉肉茶,奶茶/果汁,23.218627,113.299016
御茶（永泰店）,奶茶/果汁,23.21718,113.30492
尊茶,奶茶/果汁,23.235214,113.34271
寻味炒酸奶,饮品店,23.238008,113.290336
贡茶（大源东路店）,奶茶/果汁,23.24612,113.356445
琉璃鲸（人人佳人和店）,奶茶/果汁,23.332689,113.298635
珈蓝·咖啡,咖啡厅,23.206066,113.267015
六月雪糖水（元下田店）,饮品店,23.216379,113.300991
520遇见茶·预见爱,奶茶/果汁,23.180102,113.258528
言茶坊,奶茶/果汁,23.232814,113.303045
拾光（龙骏广场店）,咖啡厅,23.177739,113.226739
桃梨花香,奶茶/果汁,23.19776,113.269835
鹿角巷,奶茶/果汁,23.220129,113.303131
悟茶（广外店）,奶茶/果汁,23.206031,113.291155
遇见么么茶（人和安置区店）,奶茶/果汁,23.343525,113.294294
贡茶,奶茶/果汁,23.211682,113.242099
熟男未熟饮品店（机场路店）,奶茶/果汁,23.217818,113.262774
蓝朋友家,奶茶/果汁,23.222601,113.306273
维逗茶饮（大源东路店）,奶茶/果汁,23.248123,113.346009
点点茶（永泰生活广场店）,奶茶/果汁,23.219807,113.305856
豪乐滋,奶茶/果汁,23.179797,113.249335
一族贡茶,奶茶/果汁,23.212564,113.225929
堂茶,奶茶/果汁,23.221413,113.254535
芋芝茶,奶茶/果汁,23.158649,113.268459
茶8度,奶茶/果汁,23.175499,113.248317
果小匠,奶茶/果汁,23.228709,113.301583
曾氏凉茶（城西花园店）,凉茶,23.158908,113.21014
同盟hea吧,奶茶/果汁,23.136083,113.223554
蜜雪冰城（河沙地铁店）,冰淇淋,23.139585,113.219882
花草巷弄,奶茶/果汁,23.23587,113.289798
鹿角戏（新市店）,奶茶/果汁,23.191422,113.260388
HEN YUE 兆恒樂新式茶饮,奶茶/果汁,23.247708,113.309454
洛伊之恋,奶茶/果汁,23.220265,113.303113
百万茶档（同德围店）,奶茶/果汁,23.160383,113.234202
约吧休闲吧,奶茶/果汁,23.233675,113.283937
鲜果vc,奶茶/果汁,23.15771,113.252819
二月鲜奶茶店,奶茶/果汁,23.376901,113.400857
28·TWENTY 8,奶茶/果汁,23.160352,113.234673
點茶,奶茶/果汁,23.221459,113.254986
A.Tcafe,咖啡厅,23.21524,113.284706
鹿角巷,奶茶/果汁,23.169105,113.241343
一杯情书,奶茶/果汁,23.221691,113.290063
sweetcup甜杯（百信店）,饮品店,23.194563,113.260387
茶记大咖（广外店）,奶茶/果汁,23.207407,113.289831
1??,奶茶/果汁,23.268183,113.296271
书亦烧仙草（金沙洲店）,奶茶/果汁,23.156288,113.208398
良品黑糖黑糖主题馆（白云汇店）,奶茶/果汁,23.203025,113.269291
MINCOCO,奶茶/果汁,23.204583,113.274581
红桃兔（白云汇店）,奶茶/果汁,23.20315,113.2698
奈饮（集贤庄店）,奶茶/果汁,23.23372,113.303342
Choice,奶茶/果汁,23.257194,113.355613
大食九茶饮,奶茶/果汁,23.13753,113.2184
寻花吻茶,奶茶/果汁,23.280502,113.215339
自娱自乐老街茶咖馆,奶茶/果汁,23.15778,113.20832
贡茶（望岗店）,奶茶/果汁,23.240173,113.277194
Hi TEA茶室,奶茶/果汁,23.293085,113.356771
老虎堂黑糖專売,奶茶/果汁,23.191238,113.26419
樂茶先生,饮品店,23.239039,113.279852
鹿角巷 THE ALLEY,饮品店,23.17867,113.227373
甜啦啦,奶茶/果汁,23.281593,113.216835
漫诺甜品（简餐.甜品.小吃）,奶茶/果汁,23.172927,113.253488
益禾堂,奶茶/果汁,23.23573,113.28176
鹿角巷 THE ALLEY（东平店）,奶茶/果汁,23.25267,113.317713
Beauty Tea颐茶,奶茶/果汁,23.291927,113.359687
七西烧仙草,奶茶/果汁,23.274594,113.235299
茶鑫汀,奶茶/果汁,23.209995,113.240925
愿和柠一起（同德店）,奶茶/果汁,23.162094,113.232864
四季原著（百信广场店）,奶茶/果汁,23.19463,113.260352
YOLO,饮品店,23.340902,113.383301
谷美陶创意饮吧,奶茶/果汁,23.237863,113.280376
壹零壹茶記,奶茶/果汁,23.174033,113.237386
车轮饼,奶茶/果汁,23.234213,113.279268
DKJ炸鸡汉堡咖啡茶饮（良田二小学店）,奶茶/果汁,23.350007,113.387251
恕茶,奶茶/果汁,23.2818,113.215002
尊茶,奶茶/果汁,23.273994,113.232057
果滋鲜,奶茶/果汁,23.221416,113.288704
奈茶,奶茶/果汁,23.23218,113.276247
御茶,奶茶/果汁,23.205795,113.278199
鲜有你（安华汇店）,奶茶/果汁,23.216874,113.295816
尚饮港（广技师店）,奶茶/果汁,23.282121,113.220857
TOGETHER茶17,奶茶/果汁,23.271125,113.209726
咩茶,奶茶/果汁,23.349096,113.2983
日初氮咖茶事,奶茶/果汁,23.180485,113.265049
大口九（环洲二路店）,奶茶/果汁,23.151552,113.208599
铁臂网咖,咖啡厅,23.15825,113.236393
四季原著（仲恺农业学院店）,奶茶/果汁,23.272385,113.210172
喜禧の茶（金沙洲店）,奶茶/果汁,23.156185,113.206251
耐思奶茶,奶茶/果汁,23.215729,113.252205
尊茶,奶茶/果汁,23.337607,113.297718
森茶（罗冲围店）,奶茶/果汁,23.147461,113.228564
Wafla（百信广场店）,奶茶/果汁,23.194805,113.260076
得闲饮茶,奶茶/果汁,23.232847,113.275536
鲜果VC,奶茶/果汁,23.215989,113.228756
壵燚1??,奶茶/果汁,23.294906,113.355621
Hi.TEA茶室（百信广场店）,奶茶/果汁,23.194155,113.260398
悦咖啡YUETCOFFEE（金沙洲店）,咖啡厅,23.155734,113.205601
潼话里（新市天地店）,奶茶/果汁,23.191481,113.265752
黄家蘇小姐（白云学院店）,奶茶/果汁,23.270975,113.21059
snow tea雪里,饮品店,23.161093,113.211547
鲜果自助酸奶捞,酸奶,23.210703,113.279823
咕噜咕噜章鱼酱丸屋,奶茶/果汁,23.33448,113.29711
良品黑糖·黑糖主题馆（龙归金铂广场店）,饮品店,23.2681,113.29493
桃之夭夭,奶茶/果汁,23.21561,113.2278
520 一杯会告白的茶,奶茶/果汁,23.191957,113.262771
1/2 tea,奶茶/果汁,23.178008,113.227225
茶千歲（嘉禾望岗店）,奶茶/果汁,23.237061,113.28877
茶与花间鲜奶茶,饮品店,23.24131,113.28049
阳光水吧心情驿站,奶茶/果汁,23.206314,113.266411
简谷茶,奶茶/果汁,23.161714,113.255399
Didadi Chacha,奶茶/果汁,23.19583,113.25893
乌铁茶集（新市天地店）,饮品店,23.191706,113.265902
Honey cup哈尼卡布,奶茶/果汁,23.191436,113.26603
URBREW优布劳鲜扎闪送精酿啤酒,奶茶/果汁,23.147224,113.201593
茶樂,奶茶/果汁,23.220339,113.265842
一碗麻辣烫·一贝奶茶店,奶茶/果汁,23.233729,113.28413
OK先生,奶茶/果汁,23.156036,113.261697
益禾堂,奶茶/果汁,23.262515,113.300495
茶记大咖,奶茶/果汁,23.156594,113.261226
纯心找茶（滘心店）,奶茶/果汁,23.228433,113.217391
七钟茶-七年鐘情為好茶,奶茶/果汁,23.192399,113.265289
垚燚1點點 （太和中路店）,奶茶/果汁,23.29363,113.355044
